R(x),Decomposable,P(x),Q(x)
98659045357*x**15 + 22350857487*x**14 + 377436278095*x**13 + 530201016997*x**12 - 286041709247*x**11 + 922417969914*x**10 - 409969674425*x**9 + 913331143811*x**8 - 119610138179*x**7 - 496530104835*x**6 + 391044899826*x**5 + 125025819865*x**4 - 433438820514*x**3 + 89773031426*x**2 + 250848201631*x + 24301985744,0,,
-51866926040*x**15 - 169496813507*x**14 + 563488337094*x**13 - 42810552216*x**12 + 1191866721240*x**11 + 654644752384*x**10 + 1962137241590*x**9 - 218252590870*x**8 - 1750874624813*x**7 + 2126678034493*x**6 - 144796221451*x**5 + 284949084888*x**4 + 1104849212068*x**3 - 82543921659*x**2 - 74775561675*x - 70320621150,0,,
8212517244*x**15 - 36227161851*x**14 - 465607425926*x**13 - 521736038239*x**12 - 82273772130*x**11 + 532726646016*x**10 + 2462632437702*x**9 + 1467324294153*x**8 - 187775382830*x**7 + 2492614803789*x**6 + 1483131311600*x**5 + 217811934883*x**4 + 140776603161*x**3 + 205053285764*x**2 + 107579415695*x - 42743019028,0,,
-31586404224*x**15 - 39155408013*x**14 + 549477770521*x**13 - 221582407381*x**12 + 667608086442*x**11 - 1004046909657*x**10 + 389889198593*x**9 + 192459584435*x**8 - 733639158756*x**7 - 79301421497*x**6 - 60756438654*x**5 + 1055598723072*x**4 + 541413985759*x**3 - 471049249659*x**2 - 167908309722*x - 15280217726,0,,
5346957736*x**15 - 52929965062*x**14 + 402943951099*x**13 + 12076969584*x**12 + 136363987869*x**11 + 1275755586304*x**10 + 859791580331*x**9 - 3284260509032*x**8 - 631685754772*x**7 + 1684631635213*x**6 + 1138499157034*x**5 - 1080766069443*x**4 + 933575692828*x**3 - 566706572135*x**2 + 136853364698*x + 27336891534,0,,
150897338551*x**15 + 54380901529*x**14 - 284215909116*x**13 - 1405573924013*x**12 - 329054921009*x**11 + 332674818586*x**10 - 1511796754650*x**9 + 1688563750233*x**8 - 1694408513950*x**7 + 2311202617593*x**6 - 873829829327*x**5 + 424726098208*x**4 + 590836326470*x**3 - 90522843782*x**2 + 308484325299*x - 73321101379,0,,
-2084427364*x**15 + 143008360130*x**14 - 18102693903*x**13 - 17750025347*x**12 - 81978412352*x**11 + 1144862361158*x**10 + 145480789720*x**9 + 1628498634670*x**8 - 3389267483223*x**7 + 297572180137*x**6 - 1944687319535*x**5 - 1042280001784*x**4 - 701659947093*x**3 + 641415586570*x**2 + 200865474167*x - 57240046330,0,,
48627393092*x**15 - 82312457615*x**14 - 105812088547*x**13 + 363232256166*x**12 - 709459535449*x**11 - 345219861742*x**10 - 412043256402*x**9 + 1901131051145*x**8 - 881756001062*x**7 - 444646654763*x**6 + 1454171609825*x**5 + 881355448421*x**4 + 159951986370*x**3 - 111822356808*x**2 + 99050702220*x - 64737233625,0,,
119833876246*x**15 + 30518523838*x**14 - 332132731930*x**13 + 432982736318*x**12 + 364175418804*x**11 - 1073714136133*x**10 - 868354905819*x**9 - 1218420640657*x**8 - 383436562804*x**7 + 899025270101*x**6 - 5411347254*x**5 - 718908960873*x**4 + 1018944983549*x**3 + 223581843575*x**2 - 207459696002*x - 82556849155,0,,
58160263879*x**15 + 303697495085*x**14 + 80110406334*x**13 + 268609246526*x**12 - 761015940501*x**11 + 255656503673*x**10 + 2373140096202*x**9 + 1140295103015*x**8 + 2264646371839*x**7 - 14275038454*x**6 + 1788708423834*x**5 + 936698194702*x**4 - 633531729660*x**3 - 528093433003*x**2 - 304709223644*x + 75462220895,0,,
76138316549*x**15 - 193793736902*x**14 + 522455280221*x**13 + 367697507621*x**12 + 466693645664*x**11 + 807692810767*x**10 + 2183157288464*x**9 + 5516707992268*x**8 - 243590657375*x**7 + 157151127946*x**6 - 1250510055213*x**5 + 1542719398442*x**4 + 1105610225047*x**3 - 50293226548*x**2 + 79622786023*x - 120628673643,0,,
33519779348*x**15 - 401256820223*x**14 + 578733113962*x**13 + 1294259974240*x**12 - 214818946176*x**11 - 1263129001993*x**10 - 1932562143532*x**9 + 1004871129298*x**8 + 1120786840241*x**7 - 2651023006750*x**6 + 937675888014*x**5 - 2321263424534*x**4 - 259184163156*x**3 - 37351738005*x**2 - 159081123995*x - 29211221668,0,,
-24873650476*x**15 + 61759473253*x**14 - 202250887884*x**13 - 228524545362*x**12 - 721302698225*x**11 + 219863173159*x**10 + 2629855028252*x**9 + 2074529404841*x**8 - 663039623398*x**7 + 1174469962470*x**6 + 456992560358*x**5 - 1010449557358*x**4 + 897026733733*x**3 - 465863367640*x**2 + 49162311698*x - 102836013663,0,,
45561825214*x**15 + 114098285541*x**14 - 62396797390*x**13 + 807676160321*x**12 - 903033758456*x**11 - 961391054441*x**10 + 487710554206*x**9 - 1226133607777*x**8 - 1782944435348*x**7 - 194500578443*x**6 - 850027227990*x**5 - 1393797299666*x**4 - 449033168438*x**3 - 454219317498*x**2 - 312650464089*x - 92763261764,0,,
47550472472*x**15 - 241385030371*x**14 + 161468727456*x**13 + 183947370654*x**12 + 738796376743*x**11 + 732744186516*x**10 - 620360609050*x**9 - 1159018761971*x**8 - 117192984338*x**7 - 474833430152*x**6 - 1904211578229*x**5 + 848965444082*x**4 + 597276446716*x**3 - 67964301439*x**2 + 122155707804*x + 71978964841,0,,
45762949758*x**15 + 250900543709*x**14 - 69732270757*x**13 + 65066349182*x**12 - 548419395703*x**11 + 1334625605190*x**10 - 7947443671*x**9 - 738474150603*x**8 - 759485389741*x**7 - 453658651772*x**6 + 494890436726*x**5 + 303987659133*x**4 - 719908560985*x**3 + 176103752567*x**2 + 262627382621*x - 52693415028,0,,
-39848398932*x**15 - 35840920732*x**14 - 293154999039*x**13 - 290519216360*x**12 - 231279259041*x**11 + 476153338866*x**10 + 727306450047*x**9 + 2101331929757*x**8 + 1451388121701*x**7 + 813363267374*x**6 + 797064664459*x**5 + 346541751046*x**4 - 578628911826*x**3 - 7581130685*x**2 + 43991371829*x + 58464732745,0,,
26902990993*x**15 - 144251769674*x**14 - 150870588591*x**13 + 865114457947*x**12 - 2413523612*x**11 - 910836546927*x**10 + 740193601943*x**9 - 2351544657479*x**8 - 673408978661*x**7 + 1651009915896*x**6 + 1413901988354*x**5 + 92050093464*x**4 + 564101971567*x**3 - 73152899782*x**2 - 299204374206*x + 926648004,0,,
108201161685*x**15 - 132943822116*x**14 + 380767542663*x**13 - 646537525163*x**12 + 17468222341*x**11 - 1295233662177*x**10 + 1336479117455*x**9 - 1652296840682*x**8 + 2846079547847*x**7 - 289944658084*x**6 + 2259182162635*x**5 + 792594456382*x**4 - 470602020842*x**3 - 500929520142*x**2 + 144713816909*x + 73464141337,0,,
116831072887*x**15 - 191948435905*x**14 - 917099656388*x**13 - 108164359855*x**12 - 300109266272*x**11 - 584581002913*x**10 - 806580719566*x**9 + 976429777008*x**8 + 198345304198*x**7 + 1575502660743*x**6 - 1648326397854*x**5 - 1061009916303*x**4 - 1163088365374*x**3 + 16332406153*x**2 + 49623064138*x + 43903745153,0,,
94517220720*x**15 + 22855669022*x**14 + 120349586385*x**13 - 463250948763*x**12 - 391121613261*x**11 + 509646313249*x**10 - 1130918323332*x**9 - 1634621647944*x**8 - 1700875129482*x**7 + 849954303813*x**6 + 808392623168*x**5 + 1007505704437*x**4 - 1255078363316*x**3 + 947539531146*x**2 + 133827099194*x - 65221329645,0,,
-47157368491*x**15 + 226568791680*x**14 - 333533695325*x**13 - 252382592290*x**12 - 1062515635736*x**11 + 1843368568991*x**10 + 208095182657*x**9 - 355893427487*x**8 - 116762445190*x**7 + 654302292157*x**6 + 2208124382242*x**5 - 1696351298198*x**4 + 538663141213*x**3 + 112735766590*x**2 + 244272934053*x + 90158363470,0,,
-87260905354*x**15 - 133094685254*x**14 + 68514231135*x**13 - 349097821056*x**12 - 121056790765*x**11 + 538702437795*x**10 + 3754374645053*x**9 - 2731816015768*x**8 - 762742707760*x**7 - 1444001716967*x**6 + 288115003530*x**5 - 1164183042891*x**4 + 1306946718122*x**3 - 239920259413*x**2 - 27577311733*x - 6634730542,0,,
11153941201*x**15 - 76190585701*x**14 + 38609653652*x**13 - 724602380613*x**12 - 539029304326*x**11 + 290570570226*x**10 - 1308789051172*x**9 - 1931858526937*x**8 + 2168451013568*x**7 + 2104137094756*x**6 - 1982951474902*x**5 - 319858605677*x**4 - 480583434937*x**3 + 79065219636*x**2 - 265345670266*x + 39011207257,0,,
75890036244*x**15 + 70580037491*x**14 - 297375018548*x**13 + 344795965823*x**12 + 1469790008053*x**11 + 482717159354*x**10 + 1302407727645*x**9 - 627297026676*x**8 + 1509728076498*x**7 + 1334344264137*x**6 + 1198110169846*x**5 - 685376698163*x**4 - 333142888497*x**3 - 147147900142*x**2 - 7228290661*x + 68055199317,0,,
-139809277737*x**15 + 138347468338*x**14 + 86097901096*x**13 + 192599251804*x**12 + 962972488110*x**11 + 1275061531707*x**10 - 341727532668*x**9 + 1726282296686*x**8 - 284787688359*x**7 - 131252034577*x**6 - 321813371711*x**5 + 196045431061*x**4 - 362636237776*x**3 - 209582782826*x**2 + 98104809320*x + 51472526106,0,,
-89162754134*x**15 + 59546121206*x**14 + 118030736617*x**13 - 785638506259*x**12 + 398440858458*x**11 + 1237457222535*x**10 - 402022066326*x**9 + 2003454692041*x**8 + 561702814672*x**7 + 923448852772*x**6 - 450759846371*x**5 - 743029975334*x**4 + 434424414305*x**3 - 428980259716*x**2 - 207905375827*x - 48932409847,0,,
59714662776*x**15 - 97142093838*x**14 + 482689629463*x**13 - 324978310058*x**12 - 1996707313884*x**11 - 87644896595*x**10 + 529402540480*x**9 + 3855970900894*x**8 + 2589179583485*x**7 - 2212286273523*x**6 + 567591708649*x**5 - 148449451861*x**4 + 1413511914038*x**3 - 61130642147*x**2 + 122374053321*x + 98359199493,0,,
-16851220267*x**15 - 353251314064*x**14 - 189090174438*x**13 - 148019849254*x**12 + 156352792006*x**11 - 1867990447264*x**10 - 1245759191412*x**9 + 1072150172801*x**8 - 1488917668188*x**7 + 1560158029625*x**6 - 625775321151*x**5 - 313810150076*x**4 + 445235812659*x**3 + 248237109803*x**2 - 56219130474*x + 57536693047,0,,
-44926911211*x**15 + 79770450234*x**14 - 435946203312*x**13 + 94511280652*x**12 + 53926386251*x**11 + 230883964563*x**10 - 2605915195694*x**9 - 758577625343*x**8 + 184275566991*x**7 + 450507081062*x**6 - 1028500693495*x**5 - 782193009297*x**4 - 527997739801*x**3 - 732957691137*x**2 - 90769216669*x - 41455206416,0,,
-67264389893*x**15 - 77760028712*x**14 + 455213922475*x**13 + 132233062508*x**12 - 593904639937*x**11 + 1331700262737*x**10 - 213164145086*x**9 - 3120522478687*x**8 - 1151350324714*x**7 - 1216151032900*x**6 + 289319962391*x**5 - 912054274572*x**4 - 929778251578*x**3 - 271246526357*x**2 - 92930164791*x + 84872143317,0,,
46160677449*x**15 + 58968222628*x**14 + 284959635885*x**13 - 469939907229*x**12 + 269379603769*x**11 + 578285707726*x**10 - 1653640433463*x**9 - 1908441172314*x**8 + 1652764808668*x**7 + 2230308740673*x**6 + 867830931738*x**5 - 613111151222*x**4 - 888113310047*x**3 - 243925148176*x**2 - 8156453657*x - 9840266875,0,,
60236702103*x**15 - 112274154220*x**14 + 560359501434*x**13 + 1198047982876*x**12 - 176761360203*x**11 + 769101284636*x**10 + 573879505650*x**9 - 257504160268*x**8 + 701836968108*x**7 - 2406230909906*x**6 + 792817285160*x**5 - 1378149063901*x**4 - 286085987071*x**3 - 102197077456*x**2 - 33464994371*x + 94534829297,0,,
-46876606602*x**15 - 67585527145*x**14 + 227449776144*x**13 + 138731818239*x**12 - 135035241532*x**11 - 596094024425*x**10 - 1541547698049*x**9 - 2139743849439*x**8 - 600564665798*x**7 + 124471659222*x**6 - 2609951384013*x**5 - 66144432184*x**4 + 36717625601*x**3 - 189516297260*x**2 - 79096521787*x - 209098307,0,,
12654585512*x**15 - 120192779097*x**14 - 79307758010*x**13 + 772700893017*x**12 + 719037722972*x**11 - 1008721732723*x**10 + 3165941260002*x**9 + 3427426443988*x**8 - 2170887311737*x**7 - 1659433011583*x**6 + 1590949685198*x**5 - 536903656844*x**4 - 221002393895*x**3 - 355897466595*x**2 + 102357777879*x - 53909022027,0,,
-51880201422*x**15 - 352912077754*x**14 + 463901361612*x**13 - 25187165380*x**12 + 358273521945*x**11 - 272278854320*x**10 + 18530439685*x**9 - 1331408258942*x**8 + 123722136591*x**7 - 2059616673501*x**6 + 3664473889404*x**5 + 400634130824*x**4 + 149300499646*x**3 + 290518186988*x**2 - 113913731091*x + 48212126233,0,,
22277321644*x**15 - 261081913733*x**14 + 224432375227*x**13 + 372322231970*x**12 - 103463133193*x**11 + 1512449923401*x**10 - 1193900374966*x**9 - 1201895417600*x**8 - 299964286168*x**7 + 1694510461076*x**6 + 1434149336745*x**5 + 426096195592*x**4 + 654689545673*x**3 + 51108771737*x**2 - 208658919354*x + 3226262235,0,,
29067553824*x**15 - 142692409537*x**14 - 353841415591*x**13 - 451377886110*x**12 + 1359953864729*x**11 + 902595704437*x**10 - 717810304061*x**9 + 1504506139403*x**8 + 1005740961157*x**7 - 791423780120*x**6 + 2043465697555*x**5 + 701124245316*x**4 + 885282375147*x**3 + 192017140728*x**2 - 305392590815*x + 21508105988,0,,
-38829022974*x**15 - 7926409207*x**14 - 254538246566*x**13 + 513148667457*x**12 - 108652645706*x**11 + 641189925699*x**10 + 711575507112*x**9 + 2127809955917*x**8 - 952722361422*x**7 + 149410938107*x**6 - 1262152590474*x**5 - 512379541785*x**4 + 799997669178*x**3 - 51171917109*x**2 - 140164030002*x + 77274495418,0,,
-11023347334*x**15 + 79976903290*x**14 + 285502149419*x**13 - 98879841589*x**12 + 708530213591*x**11 - 525890573281*x**10 - 432126655756*x**9 - 462044688132*x**8 - 1425808657627*x**7 + 1603122799492*x**6 + 261035595614*x**5 - 703878530563*x**4 + 493607614698*x**3 - 75122087120*x**2 + 75492387502*x + 43799278612,0,,
-130146455282*x**15 - 188233721947*x**14 - 744378951955*x**13 + 100845646220*x**12 - 444215135922*x**11 - 596329429302*x**10 - 747521001976*x**9 - 1915330400493*x**8 + 103886704463*x**7 - 1064985185530*x**6 - 2414805466032*x**5 - 1633623637690*x**4 - 812111881893*x**3 + 516379942623*x**2 + 129951693991*x + 64198955224,0,,
15644391376*x**15 + 6637827538*x**14 + 41058351140*x**13 + 239343799511*x**12 + 263757923735*x**11 + 3750714809*x**10 - 907659312650*x**9 - 82317585527*x**8 - 166459540764*x**7 - 2829016084055*x**6 - 353017696042*x**5 - 562593567866*x**4 - 180303357937*x**3 - 332872302346*x**2 - 101513830741*x + 12351262936,0,,
718131980*x**15 - 126093782977*x**14 - 26847918471*x**13 + 701977432655*x**12 + 778612223373*x**11 - 158736024092*x**10 + 2637080341655*x**9 + 283945037451*x**8 - 1508220641696*x**7 + 2144038028002*x**6 + 1268618117167*x**5 - 686717610644*x**4 - 841366089214*x**3 + 30589220063*x**2 - 331796810320*x + 64876471446,0,,
18926576732*x**15 + 76499242308*x**14 + 469844280312*x**13 + 24872264580*x**12 - 223386545616*x**11 + 476435747694*x**10 + 576116530842*x**9 - 255727163123*x**8 - 628883255386*x**7 + 1397620708237*x**6 + 1007258184779*x**5 + 856570083837*x**4 + 632025579630*x**3 - 252041395144*x**2 + 149416778444*x - 42358725812,0,,
40965450093*x**15 - 247368746700*x**14 - 285897069909*x**13 + 628476865863*x**12 - 205514796907*x**11 - 1398450147715*x**10 + 417431871563*x**9 + 1154959522770*x**8 - 383590248192*x**7 - 396796992545*x**6 + 504818034498*x**5 + 1227273208695*x**4 + 447271022445*x**3 - 353670199639*x**2 - 196730987266*x + 72869336993,0,,
-41275338919*x**15 - 66123206980*x**14 - 269086243487*x**13 + 531310585425*x**12 - 175796006145*x**11 - 909299690382*x**10 + 800507819844*x**9 + 1520075561751*x**8 - 173864135494*x**7 + 1206780588537*x**6 - 581099147207*x**5 - 535001832193*x**4 - 194629062523*x**3 + 50966019312*x**2 - 360665886961*x + 58106308937,0,,
53303315926*x**15 - 125355726342*x**14 - 207544555399*x**13 - 122998632754*x**12 - 224651981086*x**11 - 1579508140547*x**10 + 2512925529121*x**9 - 686903772012*x**8 - 783506887829*x**7 - 508232760669*x**6 + 432504429441*x**5 - 1303501684347*x**4 + 309031285086*x**3 - 211480971795*x**2 + 131874859286*x - 30083589166,0,,
23713308563*x**15 + 108191097717*x**14 + 148364237677*x**13 + 69665806724*x**12 + 556024502345*x**11 - 149414667970*x**10 - 1221133502801*x**9 + 401834361430*x**8 - 1060389977186*x**7 + 757879692783*x**6 - 1131435214432*x**5 + 1188552742967*x**4 - 430589087083*x**3 - 487670343790*x**2 + 199432751864*x + 23434886695,0,,
66372917932*x**15 + 17825140635*x**14 + 92879019276*x**13 - 935039057065*x**12 + 150882186313*x**11 + 1153907442987*x**10 + 27409009367*x**9 - 1616926623521*x**8 + 539674526104*x**7 + 371486031396*x**6 - 203465393383*x**5 + 727408987124*x**4 + 108954878751*x**3 - 162540345152*x**2 - 267133709167*x - 87361879561,0,,
-338197454*x**15 - 551347865*x**14 + 444618632297*x**13 + 631352830591*x**12 - 2471869644807*x**11 + 233672216806*x**10 + 140641377446*x**9 - 1425726249664*x**8 + 160086277296*x**7 - 1296368704570*x**6 - 479552067618*x**5 - 189007307249*x**4 - 300545937179*x**3 - 232564977869*x**2 - 127222342202*x - 203822786310,0,,
4569382046*x**15 - 155377656072*x**14 - 224677933787*x**13 + 524193100171*x**12 + 1378262071877*x**11 - 1348982188008*x**10 + 1870436419773*x**9 - 1076256272910*x**8 + 245346666295*x**7 - 1032823666847*x**6 + 1315201301084*x**5 - 15308060626*x**4 - 70337569520*x**3 - 803975279969*x**2 - 4513099714*x - 56147620183,0,,
-20003086106*x**15 + 96177384520*x**14 - 401392564963*x**13 - 114954207020*x**12 + 775299435101*x**11 + 1053026135921*x**10 - 69086879933*x**9 - 809358411086*x**8 + 161573435835*x**7 - 1402567204102*x**6 - 151312100865*x**5 - 574818457082*x**4 - 359609027849*x**3 - 78449048530*x**2 + 349045786721*x + 32785127824,0,,
-5186555171*x**15 + 108152703528*x**14 + 299132081520*x**13 - 640357128281*x**12 - 1391014026098*x**11 - 3666046676*x**10 - 1769032147288*x**9 + 221889332349*x**8 + 757290269960*x**7 - 1115618610351*x**6 + 520418674528*x**5 + 448130252025*x**4 + 236141148668*x**3 - 256462790963*x**2 + 15103294882*x - 2777723870,0,,
96594563630*x**15 - 29949152923*x**14 + 33032338217*x**13 + 1215078458697*x**12 + 1366342063744*x**11 - 4638273299119*x**10 - 1184700882714*x**9 + 1348303347183*x**8 - 418960841442*x**7 + 902024430266*x**6 - 200879692873*x**5 + 330645760113*x**4 + 77063053217*x**3 - 140131789828*x**2 + 74123201837*x - 23813347372,0,,
-79178070548*x**15 + 125378471330*x**14 + 262218234934*x**13 + 789693003908*x**12 + 320859934251*x**11 + 655593363125*x**10 + 909816911331*x**9 - 1059623458455*x**8 - 558567326299*x**7 - 1947606789812*x**6 + 2284870345788*x**5 - 1364902831704*x**4 + 164578438023*x**3 + 252989956554*x**2 + 228088088192*x - 52128302557,0,,
59348689794*x**15 + 15051992616*x**14 + 862882695723*x**13 + 633709769785*x**12 + 1037528395508*x**11 + 2171988503592*x**10 + 454905406107*x**9 + 441052347946*x**8 + 2167758838906*x**7 + 1680085346700*x**6 + 1728539444682*x**5 + 333367408070*x**4 - 285637058875*x**3 + 18198795541*x**2 - 352491455774*x + 92911551563,0,,
-36999746739*x**15 + 178810313607*x**14 + 110612683844*x**13 - 329725819453*x**12 - 417080790187*x**11 - 536620221734*x**10 + 1811903423453*x**9 - 1015295719173*x**8 - 1256397315472*x**7 + 37862207943*x**6 - 299940212436*x**5 - 885219639887*x**4 + 512892197565*x**3 + 80528412508*x**2 - 354911186645*x - 43517610439,0,,
-235028825*x**15 - 136232512102*x**14 + 399685813251*x**13 + 265537092755*x**12 - 1801322824400*x**11 - 1799022817669*x**10 - 191101910277*x**9 + 133666360683*x**8 - 1542872793932*x**7 + 1479456353550*x**6 - 645509973214*x**5 - 947714938239*x**4 + 18962557358*x**3 - 592071262268*x**2 - 198611911729*x - 70921661093,0,,
-24599754366*x**15 + 13537714620*x**14 + 220381679805*x**13 + 463101429891*x**12 + 1268842917327*x**11 + 1697009425942*x**10 + 1730586381211*x**9 - 1476006931155*x**8 - 107766147067*x**7 - 449835356220*x**6 - 2021949551186*x**5 + 727151477265*x**4 - 726203641650*x**3 - 242642710154*x**2 - 214461709127*x - 91798349075,0,,
18830716154*x**15 + 80330714402*x**14 + 702592764825*x**13 - 83665489045*x**12 - 157575441329*x**11 - 1138008222140*x**10 + 2873352055604*x**9 - 740754429672*x**8 - 2603405469742*x**7 + 2407568276948*x**6 - 160984140230*x**5 - 599731331859*x**4 - 75507522956*x**3 - 202962460044*x**2 - 166292165054*x + 28976659077,0,,
71833074016*x**15 + 161253209427*x**14 + 736155146287*x**13 - 695569469093*x**12 - 1090861066127*x**11 - 1783089098984*x**10 + 2949218260604*x**9 - 117748627142*x**8 + 1140354335764*x**7 - 526500517724*x**6 - 583135461602*x**5 + 645537537951*x**4 + 951843750160*x**3 - 190701431218*x**2 + 130061153721*x - 2929081809,0,,
-46574501234*x**15 - 348277159742*x**14 - 211309130540*x**13 - 195186904257*x**12 + 1234556581843*x**11 - 105704601809*x**10 - 718579956953*x**9 - 1742488928000*x**8 + 696955432736*x**7 - 355900563283*x**6 + 526258310382*x**5 + 319950060014*x**4 + 410812193151*x**3 + 139158418947*x**2 - 125589105543*x - 3299270346,0,,
